id,name,type,city,subcountry,country
1459,china research academy of environmental sciences,sci,bejing,,china
1460,china urban transport research centre,sci,beijing,,china
1461,chinese academy of agricultural sciences,sci,beijing,,china
1462,chinese academy of sciences,sci,beijing,,china
1463,chinese academy of social sciences,ngo,beijing,,china
1464,chinese association for international understanding,ngo,beijing,,china
1465,chinese association of rural energy industry,ngo,beijing,,china
1466,chinese association of science and technology,ngo,beijing,,china
1467,chinese ecosystem research network,sci,beijing,,china
1468,chinese medical association,ngo,beijing,,china
1469,chinese national institute of standardization,sci,beijing,,china
1470,chinese nursing association,ngo,beijing,,china
1471,chinese people's association for friendship with foreign countries,ngo,beijing,,china
1472,chinese people's association for peace and disarmament,ngo,beijing,,china
1473,chinese society for sustainable development,ngo,beijing,,china
1474,chinese society of agriculture engineers,ngo,taipei,,taiwan
1475,chipembere community development,ngo,makwasa,,malawi
1476,chiquita,priv,charlotte,,united states
1477,choco,subgov,quibdo,,colombia
1478,choice humanitarian,ngo,west jordan,,united states
1479,choiseul fishermen coop society ltd,ngo,choiseul,,saint lucia
1480,chonburi province,subgov,chonburi,,thailand
1481,chosun biz,priv,seoul,,south korea
1482,christian children's fund,ngo,richmond,,united states
1483,chubut province,subgov,rawson,,argentina
1484,chulalongkorn university,acad,bangkok,,thailand
1485,chungcheong-do,subgov,gongju,,south korea
1486,chungnam national university,acad,daejeon,,south korea
1487,chuo university,acad,tokyo,,japan
1488,church of god seventh day,ngo,port harcourt,,nigeria
1489,church of sweden asset management,ngo,uppsala,,sweden
1490,church world service,un,vienna,,austria
1491,chuuk conservation society,ngo,weno,,micronesia
1492,chuuk state government,subgov,weno,,micronesia
1493,ciam,priv,lima,,peru
1494,ciclo vivo,priv,sao paulo,,brazil
1495,cico,priv,bamako,,mali
1496,ciencia viva,sci,lisbon,,portugal
1497,cimpor,priv,lisbon,,portugal
1498,cinara,sci,cali,,colombia
1499,circle economy,ngo,amsterdam,,netherlands
1500,circumpolar biodiversity monitoring program,ngo,akureyri,,iceland
1501,cirunga,subgov,cirunga,,congo
1502,cisco,priv,san jose,,united states
1503,"cisv méxico, a.c.",ngo,mexico city,,mexico
1504,citi foundation,ngo,new york city,,united states
1505,citibank,priv,new york city,,united states
1506,citizen climate lobby,ngo,coronado,,united states
1507,citizens' climate education,ngo,coronado,,united states
1508,citizens policy center,ngo,cleveland,,united states
1509,"citrix systems, inc.",priv,fort lauderdale,,united states
1510,cittadellarte-pistoletto foundation,ngo,biella,,italy
1511,city university of london,acad,london,,united kingdom
1512,city university of new york,acad,new york city,,united states
1513,cityglobe,priv,new york,,united states
1514,civa (fiji) pearls ltd,priv,waiyevo,,fiji
1515,civic connect,priv,los angeles,,united states
1516,civic exchange,ngo,hong kong,,china
1517,civic foundation unison,ngo,bishkek,,kyrgyzstan
1518,civicus world alliance for citizen participation,ngo,johannesburg,,south africa
1519,civil air navigation services organisation,ngo,amsterdam,,netherlands
1520,"civil association studies and projects, argentina",ngo,buenos aires,,argentina
1521,civil society,ngo,santo domingo,,dominican republic
1522,civil society forum tonga,ngo,nuku'alofa,,tonga
1523,cj group,priv,seoul,,south korea
1524,cla mosca flow management,priv,scuol,,switzerland
1525,claremont graduate university,acad,claremont,,united states
1526,clarkson university,acad,potsdam,,united states
1527,clasp,ngo,washington dc,,united states
1528,clausthal institute of environmental technologies,sci,clausthal-zellerfeld,,germany
1529,clean air asia,ngo,pasig city,,philippines
1530,clean air foundation,ngo,Mississauga,,canada
1531,clean air institute,ngo,washington dc,,united states
1532,clean energy access network,ngo,new delhi,,india
1533,clean energy development bank,priv,katmandu,,nepal
1534,clean energy ministerial,ngo,paris,,france
1535,"clean island, a.k.a. ci",ngo,qeshm,,iran
1536,clean nova scotia foundation,ngo,dartmouth,,canada
1537,clean seas program,ngo,vancouver,,canada
1538,cleanspark,priv,san diego,,united states
1539,cleveland,subgov,cleveland,,united states
1540,clientearth,ngo,london,,united kingdom
1541,clifford chance,priv,london,,united kingdom
1542,climate & development knowledge network,ngo,cape town,,south africa
1543,climate action network for south asia,ngo,dhaka,,bangladesh
1544,climate alliance,ngo,frankfurt,,germany
1545,climate analytics,ngo,berlin,,germany
1546,climate and environmental science laboratory,sci,gif-sur-yvette,,france
1547,climate and land use alliance,ngo,san francisco,,united states
1548,climate care,priv,oxford,,united kingdom
1549,climate change capital,priv,london,,united kingdom
1550,climate change coordination centre,ngo,astana,,kazakhstan
1551,climate change solutions,priv,Ryton On Dunsmore,,united kingdom
1552,climate disclosure standards board,ngo,london,,united kingdom
1553,climate group,ngo,london,,united kingdom
1554,climate institute,ngo,washington dc,,united states
1555,climate leaders india network,ngo,chittoor,,india
1556,climate mitigation works,priv,london,,united kingdom
1557,climate reality project canada,ngo,montreal,,canada
1558,climate registry,ngo,los angeles,,united states
1559,climate risk early warning systems,ngo,washington dc,,united states
1560,climate vulnerable forum,intergov,majuro,,marshall islands
1561,climate-kic,ngo,london,,united kingdom
1562,climates,ngo,paris,,france
1563,climatewedge,priv,helsinki,,finland
1564,clinton bush haiti fund,ngo,little rock,,united states
1565,clinton foundation,ngo,new york city,,united states
1566,clme+ project and strategic action programme partnership,ngo,bridgetown,,barbado
1567,clouston energy research,priv,lincoln park,,united states
1568,clp holding limited,priv,hong kong,,china
1569,cls - collecte localisation satellites,priv,toulouse,,france
1570,club arc alpin,ngo,munich,,germany
1571,club of debates and reflections marrakech,ngo,marrakesh,,morocco
1572,club of rome,ngo,winterthur,,switzerland
1573,club real martimo,ngo,cascabulho,,cape verde
1574,club santa clara,ngo,alcatraz,,cape verde
1575,cluster maritime français,ngo,paris,,france
1576,cnbc africa,priv,johannesburg,,south africa
1577,cnn,priv,atlanta,,united states
1578,cnrt nickel and its environment,sci,noumea,,new caledonia
1579,co2balance,priv,somerset,,united kingdom
1580,co2mpensa,priv,quito,,ecuador
1581,co2nsorcio euroamericano climate change carbon neutrality,ngo,san jose,,costa rica
1582,coalition for fair fisheries arrangements,ngo,brussels,,belgium
1583,coalition for rainforest nations,intergov,new york city,,united states
1584,"coalition for the promotion of peace, research and intellectual freedom for africa",ngo,limbe,,cameroon
1585,coastal & marine union,ngo,leiden,,netherlands
1586,coastal and marine union,ngo,leiden,,netherlands
1587,coastal management advisory council,natgov,majuro,,marshall islands
1588,coastal management center,ngo,manila,,philippines
1589,coastal oceans research and development in the indian ocean,ngo,mombassa,,kenya
1590,coastal research and education society of long island,ngo,west sayville,,united states
1591,coastal students cultural forum,ngo,trivandrum,,india
1592,cobsea secretariat,un,bangkok,,thailand
1593,cochabamba,subgov,cochabamba,,bolivia
1594,cocoa growers association vanuatu,ngo,lakatoro,,vanuatu
1595,cocouse,priv,bilbao,,spain
1596,coddeffagolf,ngo,san lorenzo valle,,honduras
1597,codding enterprises,priv,santa rosa,,united states
1598,code for all portugal,ngo,lisbon,,portugal
1599,codethic sa,priv,geneva,,switzerland
1600,codopesca,ngo,santo domingo,,dominican republic
1601,cogen europe,ngo,brussels,,belgium
1602,coiba marina,priv,santa catalina,,panama
1603,coimbra university,acad,coimbra,,portugal
1604,cold spring harbor laboratory press,priv,cold spring harbor,,united states
1605,colegio de bachilleres de chiapas,acad,Tuxtla Gutiérrez,,mexico
1606,colegio de la frontera sur,acad,chetumal,,mexico
1607,colibri consulting -- certification for sustainable development,ngo,san jose,,united states
1608,collaborative labeling and appliance standards program,ngo,washington dc,,united states
1609,collective hummingbird,ngo,aguascalientes,,mexico
1610,collective leadership institute,ngo,potsdam,,germany
1611,collective reason,ngo,mexico city,,mexico
1612,college antonio meneghetti,acad,recanto maestro,,brazil
1613,"college of agriculture, science and education",acad,port antonio,,jamaica
1614,college of charleston,acad,charleston,,united states
1615,college of directors of sustainable development,ngo,paris,,france
1616,college of exploration,sci,plymouth,,united states
1617,college of family physicians of canada,ngo,mississauga,,canada
1618,college of micronesia,acad,kolonia,,micronesia
1619,college of the atlantic,acad,bar harbor,,united states
1620,college of the marshall islands,acad,majuro,,marshall islands
1621,college of william and mary,acad,williamsburg,,united states
1622,college sainte-veronique et maire-jose-liege,acad,liege,,belgium
1623,cologne university of applied sciences,acad,cologne,,germany
1624,colombia,natgov,bogota,,colombia
1625,colombia coralina,sci,san andres,,colombia
1626,colombia foundation for coral reefs,intergov,monaco,,monte carlo
1627,colombian coffee growers federation,ngo,bogota,,colombia
1628,colombian collegiate sustainability,ngo,lima,,peru
1629,colombo plan,intergov,colombo,,sri lanka
1630,colorado school of mines,acad,golden,,united states
1631,colorado state university,acad,fort collins,,united states
1632,colorado university,acad,boulder,,united states
1633,colruyt group,priv,halle,,belgium
1634,columbia university,acad,new york city,,united states
1635,columbus zoo and aquarium,sci,powell,,united states
1636,combined efforts to save uganda,ngo,kampala,,uganda
1637,combined harare residents association,ngo,harare,,zimbabwe
1638,comitato pavia asti senegal,ngo,pavia,,italy
1639,comm engineering,priv,lafyette,,united states
1640,commission for environmental cooperation,intergov,montreal,,canada
1641,commission for the conservation of antarctic marine living resources ccamlr,un,hobart,,australia
1642,commission on the protection of the black sea against pollution,intergov,istanbul,,turkey
1643,commissioner for atomic energy and alternative energies,sci,gif-sur-yvette,,france
1644,committee 21,ngo,paris,,france
1645,committee for social justice,ngo,santa barbara,,united states
1646,committee on earth observation satellites,intergov,rome,,italy
1647,committee on equality in work and employment,ngo,lisbon,,portugal
1648,common market for eastern and southern africa,intergov,lusaka,,zambia
1649,commons cluster of the un ngo major group,ngo,chatelaine,,switzerland
1650,commonwealth association of surveying and land economy,ngo,bristol,,united kingdom
1651,commonwealth business council,intergov,london,,united kingdom
1652,commonwealth human ecology council,ngo,london,,united kingdom
1653,commonwealth parlimentary association,ngo,london,,united kingdom
1654,commonwealth science council,intergov,london,,united kingdom
1655,commonwealth secretariat,intergov,london,,united kingdom
1656,commonwealth youth programme,intergov,london,,united kingdom
1657,commune de fimela,subgov,fimela,,senegal
1658,commune de palmarin facao,subgov,palmarin,,senegal
1659,communication and environmental education,ngo,mexico city,,mexico
1660,"community 
center of caribbean states for climate change",ngo,belmopan,,belize
1661,community and biodiversity a.c.,ngo,heroica guaymas,,mexico
5,community and family foundation,ngo,accra,,ghana
1662,community association for the development of morrinho,ngo,maio,,cape verde
1663,community association of baha malaga,ngo,malaga,,colombia
1664,community centered conservation,ngo,london,,united kingdom
1665,community centre for integrated development,ngo,buea,,cameroon
