id,name,type,city_name,subcountry_name,country_name,site
2325,Environmental Awareness Group,Ngo,St. John'S,,Antigua And Barbuda,"St. John'S, , Antigua And Barbuda"
2326,Environmental Bank Foundation,Priv,San Jose,,Santo Domingo,"San Jose, , Santo Domingo"
2327,Environmental Camps For Conservation Awareness,Ngo,Kathmandu,,Nepal,"Kathmandu, , Nepal"
2328,"Environmental Control Systems, Inc.",Priv,Broomall,,United States,"Broomall, , United States"
2329,Environmental Defense Fund,Ngo,New York City,,United States,"New York City, , United States"
2330,Environmental Defense Organization - Australia,Ngo,Sydney,,Australia,"Sydney, , Australia"
2331,Environmental Degredation Organization Of Nigera,Ngo,Abuja,,Nigeria,"Abuja, , Nigeria"
2332,Environmental Educational Centre Of Cletoria,Acad,Cletoria,,Greece,"Cletoria, , Greece"
2333,Environmental Forum Of Samana,Ngo,Samana,,Honduras,"Samana, , Honduras"
2334,Environmental Health Council,Ngo,Reseda,,United States,"Reseda, , United States"
2335,Environmental Heritage Ecological Association,Ngo,Buenaventura,,Colombia,"Buenaventura, , Colombia"
2336,Environmental Information Coalition,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
2337,Environmental Investigation Agency,Ngo,London,,United Kingdom,"London, , United Kingdom"
2338,Environmental Investment Partners,Priv,Cambridge,,United States,"Cambridge, , United States"
2339,Environmental Justice Foundation,Ngo,London,,United Kingdom,"London, , United Kingdom"
2340,Environmental Law Institute,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
2341,Environmental Management And Law Association,Ngo,Budapest,,Hungary,"Budapest, , Hungary"
2342,Environmental Monitoring Group,Ngo,Cape Town,,South Africa,"Cape Town, , South Africa"
2343,Environmental Projects Consulting Institute,Ngo,Nizhny Novgorod,,Russia,"Nizhny Novgorod, , Russia"
2344,Environmental Protection And Management Services,Priv,Dar Es Salaam,,Tanzania,"Dar Es Salaam, , Tanzania"
2345,Environmental Quality Protection Foundation,Ngo,Taipei,,Taiwan,"Taipei, , Taiwan"
2346,"Environmental Research Institute Charlotteville, Tobago",Ngo,Chalotteville,,Trinidad And Tobago,"Chalotteville, , Trinidad And Tobago"
2347,Environmental Resources Management,Priv,London,,United Kingdom,"London, , United Kingdom"
2348,Environmental Visual Artist,Priv,Panama City,,Panama,"Panama City, , Panama"
2349,Enviros Consulting Limited,Priv,Wokingham,,United Kingdom,"Wokingham, , United Kingdom"
2350,Envirotrade,Priv,Dublin,,Ireland,"Dublin, , Ireland"
2351,Envisager,Priv,Llangoedmor,,United Kingdom,"Llangoedmor, , United Kingdom"
2352,Envision Plastics,Priv,Atlanta,,United States,"Atlanta, , United States"
2353,Enviu,Ngo,Rotterdam,,The Netherlands,"Rotterdam, , The Netherlands"
2354,Enviva,Priv,Bethesda,,United States,"Bethesda, , United States"
2355,Envolverde,Priv,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
2356,Eon Foundation,Ngo,Auckland,,New Zealand,"Auckland, , New Zealand"
2357,Epf - Graduate School Of Engineering,Acad,Paris,,France,"Paris, , France"
2358,Epinup Conservation Project,Ngo,Epinup,,Micronesia,"Epinup, , Micronesia"
2359,Eqs,Priv,San Francisco,,United States,"San Francisco, , United States"
2360,Equator Technological University,Acad,Quito,,Ecuador,"Quito, , Ecuador"
2361,Equatorial Guinea,Natgov,Malabo,,Equatorial Guinea,"Malabo, , Equatorial Guinea"
2362,Equilibre,Priv,Guayaquil,,Ecuador,"Guayaquil, , Ecuador"
2363,"Equipment And Systems Engineering, Inc.",Priv,Miami,,United States,"Miami, , United States"
2364,Erasmus University,Acad,Rotterdam,,Netherlands,"Rotterdam, , Netherlands"
2365,Erasmus+ Student And Alumni Association,Ngo,Cologne,,Germany,"Cologne, , Germany"
2366,Eratech Chile Ltda.,Priv,Bugnaux,,Switzerland,"Bugnaux, , Switzerland"
2367,Erdas,Priv,Norcross,,United States,"Norcross, , United States"
2368,"Erg, Llc",Priv,Bakersfield,,United States,"Bakersfield, , United States"
2369,Erias Group,Priv,Melbourne,,Australia,"Melbourne, , Australia"
2370,Ericsson,Priv,Stockholm,,Sweden,"Stockholm, , Sweden"
2371,Eritrea,Natgov,Asmara,,Eritrea,"Asmara, , Eritrea"
2372,Erlangen University,Acad,Erlangen,,Germany,"Erlangen, , Germany"
2373,Ernst And Young,Priv,London,,United Kingdom,"London, , United Kingdom"
2374,Esa-Pwa,Priv,San Francisco,,United States,"San Francisco, , United States"
2375,Esc Pau Group,Acad,Pau,,France,"Pau, , France"
2376,Escalabs,Priv,Trujuillo,,Peru,"Trujuillo, , Peru"
2377,Escem Tours-Poitiers,Acad,Tours,,France,"Tours, , France"
2378,Escp Europe,Acad,Paris,,France,"Paris, , France"
2379,Esd Expert Network,Ngo,Bonn,,Germany,"Bonn, , Germany"
2380,Esg Management School,Acad,Paris,,France,"Paris, , France"
2381,Eskom,Priv,Sunninghill,,South Africa,"Sunninghill, , South Africa"
2382,Esl Shipping,Priv,Helsinki,,Finland,"Helsinki, , Finland"
2383,Espersen,Priv,Bornholm,,Denmark,"Bornholm, , Denmark"
2384,Esri,Priv,Redlands,,United States,"Redlands, , United States"
2385,Essec Business School,Acad,Cergy,,France,"Cergy, , France"
2386,Estonia,Natgov,Tallinn,,Estonia,"Tallinn, , Estonia"
2387,Estonian Marine Institute Of The University Of Tartu,Acad,Tallinn,,Estonia,"Tallinn, , Estonia"
2388,Etc Adviesgroep,Ngo,Leusden,,Netherlands,"Leusden, , Netherlands"
2389,E-Thekwini Municipality,Subgov,Durban,,South Africa,"Durban, , South Africa"
2390,Ethio-Africa Diaspora Union Millennium Council,Ngo,Kingston,,Jamaica,"Kingston, , Jamaica"
2391,Ethiopia,Natgov,Addis Ababa,,Ethiopia,"Addis Ababa, , Ethiopia"
2392,Ethiopia Space Science Society,Ngo,Addis Ababa,,Ethiopia,"Addis Ababa, , Ethiopia"
2393,Ethological Society,Ngo,Munster,,Germany,"Munster, , Germany"
2394,Ethos Institute,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
2395,Ethos Investment,Ngo,San Francisco,,United States,"San Francisco, , United States"
2396,Eubios Ethics Institute,Ngo,Christchurch,,New Zealand,"Christchurch, , New Zealand"
2397,Euclid University,Acad,Banguai,,Central African Republic,"Banguai, , Central African Republic"
2398,Eu-Cord,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2399,Euopean Disability Forum,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2400,Eurac,Sci,Bolzano,,Italy,"Bolzano, , Italy"
2401,Eurasia Foundation,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
2402,Euroace,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2403,Eurobodalla Shire Council,Subgov,Moruya,,Australia,"Moruya, , Australia"
2404,Eurocean,Ngo,Lisbon,,Portugal,"Lisbon, , Portugal"
2405,Eurogeographics,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2406,Euro-Mediterranean Center On Climate Change,Sci,Lecce,,Italy,"Lecce, , Italy"
2407,Euro-Mediterranean Water Information System,Ngo,Sophia-Antipolis,,France,"Sophia-Antipolis, , France"
2408,Euromontana,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2409,Eurongos,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2410,European Academy,Sci,Rome,,Italy,"Rome, , Italy"
2411,European And Mediterranean Plant Protection Organization,Intergov,Paris,,France,"Paris, , France"
2412,European Aquarium And Zoo Association,Ngo,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
2413,European Association Of Development Research,Ngo,Bonn,,Germany,"Bonn, , Germany"
2414,European Association Of Elected Representatives From Mountain Areas,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2415,European Association Of Geoscientists & Engineers,Ngo,Houten,,Netherlands,"Houten, , Netherlands"
2416,European Bank For Reconstruction And Development,Intergov,London,,United Kingdom,"London, , United Kingdom"
2417,European Biomass Industry Association,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2418,European Business Network For Social Responsibility,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2419,European Business School,Acad,Paris,,France,"Paris, , France"
2420,European Center Consumers Bolzano,Ngo,Bolzano,,Italy,"Bolzano, , Italy"
2421,European Centre For Development Policy Management,Ngo,Maastricht,,Netherlands,"Maastricht, , Netherlands"
2422,European Centre For Ecological And Agricultural Tourism,Ngo,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
2423,European Centre For Medium Range Weather Forecasts,Intergov,Reading,,United Kingdom,"Reading, , United Kingdom"
2424,European Copper Institute,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2425,European Council Of Vinyl Manufacturers,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2426,European Cyclist Federation,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2427,European Ecoforum,Ngo,Riga,,Latvia,"Riga, , Latvia"
2428,European Environmental Bureau,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2429,European Federation For Transport And Environment,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2430,European Forum For Renewable Energy Sources,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2431,European Foundation Centre,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2432,European Foundation For The Care Of Newborns And Infants,Ngo,Munich,,Germany,"Munich, , Germany"
2433,European Fuel Oxygenates Association,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2434,European Global Ocean Observing System,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2435,European Insulation Manufacturers Association,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2436,European Investment Bank,Priv,Luxembourg,,Luxembourg,"Luxembourg, , Luxembourg"
2437,European Lamp Companies Federation,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2438,European Marine Science Educators Association,Sci,Plymouth,,United Kingdom,"Plymouth, , United Kingdom"
2439,"European Mine, Chemical And Energy Workers Federation",Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2440,European Mountain Forum,Ngo,Chambéry,,France,"Chambéry, , France"
2441,European Nuclear Engineering Network,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2442,European Organisation For The Exploitation Of Meteorological Satellites,Intergov,Darmstadt,,Germany,"Darmstadt, , Germany"
2443,European Partners For The Environment,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2444,European Plasticisers,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2445,European Plastics Converters,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2446,European Renewable Energy Council,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2447,European School Of Consumers,Acad,Santander,,Spain,"Santander, , Spain"
2448,European Sea Ports Organisation,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2449,European Shippers Council,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2450,European Society For Evolutionary Biology,Ngo,Nuremburg,,Germany,"Nuremburg, , Germany"
2451,European Space Agency,Intergov,Paris,,France,"Paris, , France"
2452,European Space Research Institute,Sci,Frascati,,Italy,"Frascati, , Italy"
2453,European Stabiliser Producers Association,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2454,European Umbrella Organization For Geographic Information,Ngo,Ljubljana,,Slovenia,"Ljubljana, , Slovenia"
2455,European Union,Supgov,Brussels,,Belgium,"Brussels, , Belgium"
2456,European Union Of Aquarium Curators,Ngo,Antwerp,,Belgium,"Antwerp, , Belgium"
2457,European Vegetable Oil And Proteinmeal Industry,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
2458,European Weed Research Society,Ngo,Doorwerth,,Netherlands,"Doorwerth, , Netherlands"
2459,Euskaltel,Priv,Derio,,Spain,"Derio, , Spain"
2460,Evason Ana Mandara,Priv,Bangkok,,Thailand,"Bangkok, , Thailand"
2461,Every Mother Counts,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
2462,Every Woman Every Child,Un,New York City,,United States,"New York City, , United States"
2463,Everyday Ambassador,Ngo,New York City,,United States,"New York City, , United States"
2464,Ev-K2-Cnr Committee,Sci,Bergamo,,Italy,"Bergamo, , Italy"
2465,Evo Dutch Shippers Council,Ngo,Zoetermeer,,Netherlands,"Zoetermeer, , Netherlands"
2466,Ewaterpay,Ngo,Reading,,United Kingdom,"Reading, , United Kingdom"
2467,Eworldwide Group,Priv,Dubai,,United Arab Emirates,"Dubai, , United Arab Emirates"
2468,Ex365events,Priv,Al-Ahsa,,Saudi Arabia,"Al-Ahsa, , Saudi Arabia"
2469,Excellence Group,Priv,Puebla,,Mexico,"Puebla, , Mexico"
2470,Exchange 4 Change Brasil,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
2471,Executive Committee Of Dzerzhynsk District Council In Kryvyi Rih,Subgov,Kryvyi Rih,,Ukraine,"Kryvyi Rih, , Ukraine"
2472,Executive Secretariat - Provisory,Ngo,Santos,,Brazil,"Santos, , Brazil"
2473,Exeter University,Acad,Exeter,,United Kingdom,"Exeter, , United Kingdom"
2474,Exodus,Priv,London,,United Kingdom,"London, , United Kingdom"
2475,Exp Momentum - Experiential Marketing,Priv,Cape Town,,South Africa,"Cape Town, , South Africa"
2476,Expedition 7eme Continent,Ngo,Toulouse,,France,"Toulouse, , France"
2477,Expedition Med,Ngo,Roubaix,,France,"Roubaix, , France"
2478,Explore Worldwide,Priv,Farnborough,,United Kingdom,"Farnborough, , United Kingdom"
2479,Explorers Club,Ngo,New York,,United States,"New York, , United States"
2480,Export And Investment Promotion Corporation,Ngo,Guayaquil,,Ecuador,"Guayaquil, , Ecuador"
2481,Export Credit Norway,Priv,Oslo,,Norway,"Oslo, , Norway"
2482,Exxonmobil,Priv,Irving,,United States,"Irving, , United States"
2483,Eye On Earth,Ngo,Abu Dhabi,,United Arab Emirates,"Abu Dhabi, , United Arab Emirates"
2484,F3 Challenge,Ngo,Tuscon,,United States,"Tuscon, , United States"
2485,Fabe International Foundation,Ngo,Lagos,,Nigeria,"Lagos, , Nigeria"
2486,Fabien Cousteau Ocean Learning Center,Ngo,New York,,United States,"New York, , United States"
2487,Facebook,Priv,Menlo Park,,United States,"Menlo Park, , United States"
2488,Fachhochschule Des Mittelstands,Acad,Bielefeld,,Germany,"Bielefeld, , Germany"
2489,Fact2006 Ltd,Priv,Birmingham,,United Kingdom,"Birmingham, , United Kingdom"
2490,Fadcanic,Ngo,Bluefields,,Nicaragua,"Bluefields, , Nicaragua"
2491,Fair Fishing,Ngo,Copenhagen,,Denmark,"Copenhagen, , Denmark"
2492,Fair Saturday,Ngo,Bilbao,,Spain,"Bilbao, , Spain"
2493,Fair Trade In Tourism South Africa,Ngo,Pretoria,,South Africa,"Pretoria, , South Africa"
2494,Fair Trade Usa,Ngo,Oakland,,United States,"Oakland, , United States"
2495,Fairagora,Priv,Bangkok,,Thailand,"Bangkok, , Thailand"
2496,Fairmed,Ngo,Bern,,Switzerland,"Bern, , Switzerland"
2497,Faith Children'S Foundation,Ngo,Bulenga,,Uganda,"Bulenga, , Uganda"
2498,Faith Community Baptist School,Ngo,Accra,,Ghana,"Accra, , Ghana"
2499,Faith Foundation And Cooperation,Ngo,Lisbon,,Portugal,"Lisbon, , Portugal"
2500,Faith In New York,Ngo,Corona,,United States,"Corona, , United States"
2501,Fajarbaru Builder Group Bhd,Priv,Petaling Jaya,,Malaysia,"Petaling Jaya, , Malaysia"
2502,Falealupo,Subgov,Falealupo,,Samoa,"Falealupo, , Samoa"
2503,Faleapuna Community,Ngo,Faleapuna,,Samoa,"Faleapuna, , Samoa"
2504,Falese'Ela Village In The District And Bay Of Lefaga,Subgov,Falese'Ela,,Samoa,"Falese'Ela, , Samoa"
2505,Family And Community Medicine Society,Ngo,Lima,,Peru,"Lima, , Peru"
2506,Family Care Association,Ngo,Spring Valley,,United States,"Spring Valley, , United States"
2507,Family Health International,Ngo,Durham,,United States,"Durham, , United States"
2508,Family Life Education Programme,Ngo,Jinja,,Nigeria,"Jinja, , Nigeria"
2509,Fantsuam Foundation,Ngo,Kafanchan,,Nigeria,"Kafanchan, , Nigeria"
2510,Far Eastern University,Acad,Manila,,Philippines,"Manila, , Philippines"
2511,Farai Youth Expression Association,Ngo,Harare,,Zimbabwe,"Harare, , Zimbabwe"
2512,Farias Brito,Acad,Fortaleza,,Brazil,"Fortaleza, , Brazil"
2513,Farm Africa,Ngo,London,,United Kingdom,"London, , United Kingdom"
2514,Farm Support Association Vanuatu,Ngo,Port Vila,,Vanuatu,"Port Vila, , Vanuatu"
2515,"Farmers' Association Of Tuy Phong District, Binh Thuan, Vietnam",Ngo,Lien Huong,,Vietnam,"Lien Huong, , Vietnam"
2516,Farmstrong Foundation,Priv,Epalinges,,Switzerland,"Epalinges, , Switzerland"
2517,Fashion Council Of Fiji,Ngo,Suva,,Fiji,"Suva, , Fiji"
2518,Fashion Institute Of Technology,Acad,New York City,,United States,"New York City, , United States"
2519,Fashion Revolution,Ngo,Ashbourne,,Spain,"Ashbourne, , Spain"
2520,Fathoms Free,Ngo,Cornwall,,United Kingdom,"Cornwall, , United Kingdom"
2521,Fatick,Subgov,Fatick,,Senegal,"Fatick, , Senegal"
2522,Fauji Fertilizer,Priv,Rawalpindi,,Pakistan,"Rawalpindi, , Pakistan"
2523,Fauna And Flora International,Ngo,Cambridge,,United Kingdom,"Cambridge, , United Kingdom"
2524,Fcb Advertising,Priv,New York City,,United States,"New York City, , United States"
2525,Fearless Fund,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
2526,Federal College Of Fisheries And Marine Technology,Acad,Victoria Island,,Nigeria,"Victoria Island, , Nigeria"
2527,Federal Fluminense University,Acad,Niteroi,,Brazil,"Niteroi, , Brazil"
2528,Federal Institute Of Santa Catarina - Campus So Francisco Do Sul,Acad,Sao Francisco Do Sul,,Brazil,"Sao Francisco Do Sul, , Brazil"
2529,Federal Public Service For The Environment,Natgov,Brussels,,Belgium,"Brussels, , Belgium"
2530,Federal University Of Acre Rio Branco,Acad,Rio Branco,,Brazil,"Rio Branco, , Brazil"
2531,Federal University Of Parana,Acad,Curitiba,,Brazil,"Curitiba, , Brazil"
2532,Federal University Of Pelotas,Acad,Pelotas,,Brazil,"Pelotas, , Brazil"
2533,Federal University Of Pernambuco,Acad,Recife,,Brazil,"Recife, , Brazil"
2534,Federal University Of Rio De Janeiro,Acad,Rio De Janeiro,,Brazil,"Rio De Janeiro, , Brazil"
2535,Federal University Of Rio Grand Of The North,Acad,Natal,,Brazil,"Natal, , Brazil"
2536,Federal University Of Rio Grande,Acad,Rio Grande,,Brazil,"Rio Grande, , Brazil"
2537,Federal University Of Santa Catarina,Acad,Florianopolis,,Brazil,"Florianopolis, , Brazil"
2538,Federal University Of Sao Paulo,Acad,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
2539,Federal University Of Technology Akure,Acad,Akure,,Nigeria,"Akure, , Nigeria"
2540,Federated States Of Micronesia,Natgov,Palikir,,Micronesia,"Palikir, , Micronesia"
2541,Federation For Environment Education,Ngo,Copenhagen,,Denmark,"Copenhagen, , Denmark"
2542,Federation Of Christian Organiazations With International Voluntary Service,Ngo,Rome,,Italy,"Rome, , Italy"
2543,Federation Of Consumers,Ngo,Warsaw,,Poland,"Warsaw, , Poland"
2544,Federation Of Environmental And Ecological Organizations Of Cyprus,Ngo,Nicosia,,Cyprus,"Nicosia, , Cyprus"
2545,Federation Of European Biochemical Societies,Ngo,London,,United Kingdom,"London, , United Kingdom"
2546,Federation Of European Microbiological Societies,Ngo,Delft,,Netherlands,"Delft, , Netherlands"
2547,Federation Of Evangelical Churches In Central Germany,Ngo,Erfut,,Germany,"Erfut, , Germany"
2548,Federation Of Fishers/Cooperative Fishers,Ngo,Port Louis,,Mauritius,"Port Louis, , Mauritius"
2549,Federation Of Franco-African Development Associations,Ngo,Paris,,France,"Paris, , France"
2550,Federation Of French Geometers,Ngo,Paris,,France,"Paris, , France"
2551,Federation Of German Consumer Organisations,Ngo,Berlin,,Germany,"Berlin, , Germany"
2552,Federation Of Industries In The State Of São Paulo,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
2553,Federation Of International Automobile Transport,Ngo,Geneva,,Switzerland,"Geneva, , Switzerland"
2554,Federation Of Mid-Shore Fishermen,Ngo,Îles-De-La-Madeleine,,Canada,"Îles-De-La-Madeleine, , Canada"
2555,Federation Of Nautical Industries,Ngo,Paris,,France,"Paris, , France"
2556,"Federation Of Networks And Associations Of Energy, Environment And Sustainable Development",Ngo,Abidjan,,Cote D'Ivoire,"Abidjan, , Cote D'Ivoire"
2557,Federation Of Trade And Services In Iceland,Priv,Reykjavik,,Iceland,"Reykjavik, , Iceland"
2558,Federation Of Urban Poor,Ngo,Abuja,,Nigeria,"Abuja, , Nigeria"
2559,Feelgood,Ngo,Santa Barbara,,United States,"Santa Barbara, , United States"
2560,Fehrl,Sci,Woluwe-Saint-Lambert,,Belgium,"Woluwe-Saint-Lambert, , Belgium"
2561,Felipe Motta,Priv,Panama City,,Panama,"Panama City, , Panama"
2562,Felisa Company Limited,Priv,Kigoma,,Tanzania,"Kigoma, , Tanzania"
2563,Felly Turyamushanga,Priv,Kampala,,Uganda,"Kampala, , Uganda"
2564,Female Cancer Foundation,Ngo,Leiden,,Netherlands,"Leiden, , Netherlands"
